Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)
SAL_JB7495AA	Heidelberg	SRR15242899;ILLUMINA;Paired;;SRX11548721;;;SRA	SAL_JB7495AA	Human	Human	Homo sapiens; human	2016	11	14		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181527	SRS9584295	2021-10-01	2021-08-29	NaN	285596	285596	170324	170324	1382	558	536	536	536	536	536	2	2	2
SAL_JB7497AA	Heidelberg	SRR15242901;ILLUMINA;Paired;;SRX11548719;;;SRA	SAL_JB7497AA	Human	Human	Homo sapiens; human	2015	5	15		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181432	SRS9584293	2021-10-01	2021-08-29	NaN	285599	285599	285599	285599	8030	558	536	536	536	536	536	2	2	2
SAL_JB7498AA	Heidelberg	SRR15242902;ILLUMINA;Paired;;SRX11548718;;;SRA	SAL_JB7498AA	Human	Human	Homo sapiens; human	2014	6	12		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181396	SRS9584292	2021-10-01	2021-08-29	NaN	285597	285597	285597	285597	568	568	536	536	536	536	536	2	2	2
SAL_JB7499AA	Heidelberg	SRR15242903;ILLUMINA;Paired;;SRX11548717;;;SRA	SAL_JB7499AA	Human	Human	Homo sapiens; human	2016	4	5		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181489	SRS9584291	2021-10-01	2021-08-29	NaN	285600	285600	285600	285600	12273	558	536	536	536	536	536	2	2	2
SAL_JB7500AA	Heidelberg	SRR15242904;ILLUMINA;Paired;;SRX11548716;;;SRA	SAL_JB7500AA	Human	Human	Homo sapiens; human	2015	8	12		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181448	SRS9584290	2021-10-01	2021-08-29	NaN	285601	285601	285601	48969	48969	48969	5322	536	536	536	536	2	2	2
SAL_JB7501AA	Heidelberg	SRR15242905;ILLUMINA;Paired;;SRX11548715;;;SRA	SAL_JB7501AA	Human	Human	Homo sapiens; human	2016	1	11		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181473	SRS9584289	2021-10-01	2021-08-29	NaN	285602	285602	285602	48969	48969	48969	5322	536	536	536	536	2	2	2
SAL_JB7502AA	Heidelberg	SRR15242906;ILLUMINA;Paired;;SRX11548714;;;SRA	SAL_JB7502AA	Human	Human	Homo sapiens; human	2015	6	12		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181437	SRS9584288	2021-10-01	2021-08-29	NaN	241299	241299	3265	930	930	558	536	536	536	536	536	2	2	2
SAL_JB7503AA	Heidelberg	SRR15242907;ILLUMINA;Paired;;SRX11548713;;;SRA	SAL_JB7503AA	Human	Human	Homo sapiens; human	2014	8	11		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181401	SRS9584287	2021-10-01	2021-08-29	NaN	8108	8108	8107	8107	620	558	536	536	536	536	536	2	2	2
SAL_JB7504AA	Heidelberg	SRR15242908;ILLUMINA;Paired;;SRX11548712;;;SRA	SAL_JB7504AA	Human	Human	Homo sapiens; human	2015	3	5		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181422	SRS9584286	2021-10-01	2021-08-29	NaN	285604	285604	68690	62600	930	558	536	536	536	536	536	2	2	2
SAL_JB7505AA	Heidelberg	SRR15242909;ILLUMINA;Paired;;SRX11548711;;;SRA	SAL_JB7505AA	Human	Human	Homo sapiens; human	2015	5	8		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181430	SRS9584285	2021-10-01	2021-08-29	NaN	241299	241299	3265	930	930	558	536	536	536	536	536	2	2	2
SAL_JB7506AA	Heidelberg	SRR15242910;ILLUMINA;Paired;;SRX11548710;;;SRA	SAL_JB7506AA	Human	Human	Homo sapiens; human	2016	7	22		North America	Canada	Manitoba										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181512	SRS9584284	2021-10-01	2021-08-29	NaN	285611	285611	285611	285611	1382	558	536	536	536	536	536	2	2	2
SAL_JB7507AA	Heidelberg	SRR15242911;ILLUMINA;Paired;;SRX11548709;;;SRA	SAL_JB7507AA	Human	Human	Homo sapiens; human	2016	11	1		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181524	SRS9584283	2021-10-01	2021-08-29	NaN	285603	285603	170324	170324	1382	558	536	536	536	536	536	2	2	2
SAL_JB7508AA	Heidelberg	SRR15242912;ILLUMINA;Paired;;SRX11548708;;;SRA	SAL_JB7508AA	Human	Human	Homo sapiens; human	2015	6	22		North America	Canada	Manitoba										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181443	SRS9584282	2021-10-01	2021-08-29	NaN	285613	285613	285611	285611	1382	558	536	536	536	536	536	2	2	2
SAL_JB7509AA	Heidelberg	SRR15242913;ILLUMINA;Paired;;SRX11548707;;;SRA	SAL_JB7509AA	Human	Human	Homo sapiens; human	2016	6	7		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181498	SRS9584281	2021-10-01	2021-08-29	NaN	285606	285606	68690	62600	930	558	536	536	536	536	536	2	2	2
SAL_JB7510AA	Heidelberg	SRR15242914;ILLUMINA;Paired;;SRX11548706;;;SRA	SAL_JB7510AA	Human	Human	Homo sapiens; human	2015	2	5		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181421	SRS9584280	2021-10-01	2021-08-29	NaN	285609	285609	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_JB7511AA	Heidelberg	SRR15242915;ILLUMINA;Paired;;SRX11548705;;;SRA	SAL_JB7511AA	Human	Human	Homo sapiens; human	2016	9	6		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181516	SRS9584279	2021-10-01	2021-08-29	NaN	285605	285605	41666	816	568	568	536	536	536	536	536	2	2	2
SAL_JB7512AA	Heidelberg	SRR15242916;ILLUMINA;Paired;;SRX11548704;;;SRA	SAL_JB7512AA	Human	Human	Homo sapiens; human	2016	6	21		North America	Canada	Nova Scotia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181506	SRS9584278	2021-10-01	2021-08-29	NaN	285607	285607	80352	59526	8287	558	536	536	536	536	536	2	2	2
SAL_JB7513AA	Heidelberg	SRR15242917;ILLUMINA;Paired;;SRX11548703;;;SRA	SAL_JB7513AA	Human	Human	Homo sapiens; human	2015	7	15		North America	Canada	Saskatchewan										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181442	SRS9584277	2021-10-01	2021-08-29	NaN	285608	285608	3265	930	930	558	536	536	536	536	536	2	2	2
SAL_JB7514AA	Heidelberg	SRR15242918;ILLUMINA;Paired;;SRX11548702;;;SRA	SAL_JB7514AA	Human	Human	Homo sapiens; human	2015	7	8		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181441	SRS9584276	2021-10-01	2021-08-29	NaN	285610	285610	285610	8119	1382	558	536	536	536	536	536	2	2	2
SAL_JB7515AA	15-6925	SRR15242919;ILLUMINA;Paired;;SRX11548701;;;SRA	SAL_JB7515AA	Human	Human	Homo sapiens	2015	9	9		North America	Canada	Ontario						Heidelberg	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181453	SRS9584275	2021-10-01	2021-08-29	NaN	285595	285595	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_JB7516AA	Heidelberg	SRR15242920;ILLUMINA;Paired;;SRX11548700;;;SRA	SAL_JB7516AA	Human	Human	Homo sapiens; human	2016	6	9		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181501	SRS9584274	2021-10-01	2021-08-29	NaN	285612	241326	63323	930	930	558	536	536	536	536	536	2	2	2
SAL_JB7517AA	Heidelberg	SRR15242921;ILLUMINA;Paired;;SRX11548699;;;SRA	SAL_JB7517AA	Human	Human	Homo sapiens; human	2016	1	5		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181469	SRS9584273	2021-10-01	2021-08-29	NaN	285614	285614	285614	285614	48969	48969	5322	536	536	536	536	2	2	2
SAL_JB7518AA	Infantis	SRR15242787;ILLUMINA;Paired;;SRX11548633;;;SRA	SAL_JB7518AA	Human	Human	Homo sapiens; human	2017	6	5		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181553	SRS9584207	2021-10-01	2021-08-29	NaN	285615	285615	285615	285615	60846	60846	36	36	36	36	36	36	2	2
SAL_JB7519AA	4,[5],12:i:-	SRR15242788;ILLUMINA;Paired;;SRX11548632;;;SRA	SAL_JB7519AA	Human	Human	Homo sapiens; human	2017	8	8		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181562	SRS9584206	2021-10-01	2021-08-29	NaN	285616	285616	110128	6	2	2	2	2	2	2	2	2	2	2
SAL_JB7520AA	Kentucky	SRR15242789;ILLUMINA;Paired;;SRX11548631;;;SRA	SAL_JB7520AA	Human	Human	Homo sapiens; human	2017	8	8		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181561	SRS9584205	2021-10-01	2021-08-29	NaN	262484	262484	128191	128191	528	528	528	528	528	528	528	528	528	2
SAL_JB7521AA	17-4252	SRR15242790;ILLUMINA;Paired;;SRX11548630;;;SRA	SAL_JB7521AA	Human	Human	Homo sapiens	2017	4	20		North America	Canada	Manitoba						Typhimurium	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181555	SRS9584204	2021-10-01	2021-08-29	NaN	285617	285617	285617	285617	3610	3610	3610	2	2	2	2	2	2	2
SAL_JB7522AA	Infantis	SRR15242791;ILLUMINA;Paired;;SRX11548629;;;SRA	SAL_JB7522AA	Human	Human	Homo sapiens; human	2017	10	2		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181563	SRS9584203	2021-10-01	2021-08-29	NaN	250802	250802	250802	250802	250802	250802	36	36	36	36	36	36	2	2
SAL_JB7523AA	Heidelberg	SRR15242792;ILLUMINA;Paired;;SRX11548628;;;SRA	SAL_JB7523AA	Human	Human	Homo sapiens; human	2017	11	13		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181567	SRS9584202	2021-10-01	2021-08-29	NaN	264602	264602	809	809	568	568	536	536	536	536	536	2	2	2
SAL_JB7524AA	17-7739	SRR15242793;ILLUMINA;Paired;;SRX11548627;;;SRA	SAL_JB7524AA	Human	Human	Homo sapiens	2017	10	20		North America	Canada	Prince Edward Island	Queens County					Heidelberg	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181566	SRS9584201	2021-10-01	2021-08-29	NaN	204553	204553	63323	930	930	558	536	536	536	536	536	2	2	2
SAL_JB7525AA	Heidelberg	SRR15242794;ILLUMINA;Paired;;SRX11548626;;;SRA	SAL_JB7525AA	Human	Human	Homo sapiens; human	2017	5	7		North America	Canada	Manitoba										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181551	SRS9584200	2021-10-01	2021-08-29	NaN	285618	285618	285618	58353	1382	558	536	536	536	536	536	2	2	2
SAL_JB7526AA	17-7524	SRR15242795;ILLUMINA;Paired;;SRX11548625;;;SRA	SAL_JB7526AA	Human	Human	Homo sapiens	2017	10	9		North America	Canada	Alberta						Infantis	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181564	SRS9584199	2021-10-01	2021-08-29	NaN	254601	254601	254601	251237	343	343	36	36	36	36	36	36	2	2
SAL_JB7527AA	Kentucky	SRR15242796;ILLUMINA;Paired;;SRX11548624;;;SRA	SAL_JB7527AA	Human	Human	Homo sapiens; human	2017	7	18		North America	Canada	Saskatchewan										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181559	SRS9584198	2021-10-01	2021-08-29	NaN	259817	259817	259817	169136	169136	528	528	528	528	528	528	528	528	2
SAL_JB7528AA	17-4791	SRR15242797;ILLUMINA;Paired;;SRX11548623;;;SRA	SAL_JB7528AA	Human	Human	Homo sapiens	2017	7	4		North America	Canada	British Columbia						4,[5],12:I:-	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181556	SRS9584197	2021-10-01	2021-08-29	NaN	285619	285619	285619	285619	285619	285619	285619	201	2	2	2	2	2	2
SAL_JB7529AA	4,[5],12:i:-	SRR15242798;ILLUMINA;Paired;;SRX11548622;;;SRA	SAL_JB7529AA	Human	Human	Homo sapiens; human	2017	4	13		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181549	SRS9584196	2021-10-01	2021-08-29	NaN	285620	69937	69937	69937	69937	48	48	48	2	2	2	2	2	2
SAL_JB7530AA	Kentucky	SRR15242799;ILLUMINA;Paired;;SRX11548621;;;SRA	SAL_JB7530AA	Human	Human	Homo sapiens; human	2017	7	7		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181557	SRS9584195	2021-10-01	2021-08-29	NaN	250360	250360	250360	1703	528	528	528	528	528	528	528	528	528	2
SAL_JB7531AA	Heidelberg	SRR15242800;ILLUMINA;Paired;;SRX11548620;;;SRA	SAL_JB7531AA	Human	Human	Homo sapiens; human	2017	11	30		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181568	SRS9584194	2021-10-01	2021-08-29	NaN	264807	260478	260478	5531	1382	558	536	536	536	536	536	2	2	2
SAL_JB7532AA	Heidelberg	SRR15242801;ILLUMINA;Paired;;SRX11548619;;;SRA	SAL_JB7532AA	Human	Human	Homo sapiens; human	2017	10	12		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181565	SRS9584193	2021-10-01	2021-08-29	NaN	285621	285621	285621	62600	930	558	536	536	536	536	536	2	2	2
SAL_JB7533AA	Heidelberg	SRR15242802;ILLUMINA;Paired;;SRX11548618;;;SRA	SAL_JB7533AA	Human	Human	Homo sapiens; human	2017	7	14		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181558	SRS9584192	2021-10-01	2021-08-29	NaN	262211	88591	68690	62600	930	558	536	536	536	536	536	2	2	2
SAL_JB7534AA	Heidelberg	SRR15242803;ILLUMINA;Paired;;SRX11548617;;;SRA	SAL_JB7534AA	Human	Human	Homo sapiens; human	2017	6	6		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181554	SRS9584191	2021-10-01	2021-08-29	NaN	264807	260478	260478	5531	1382	558	536	536	536	536	536	2	2	2
SAL_JB7535AA	Enteritidis	SRR15242804;ILLUMINA;Paired;;SRX11548616;;;SRA	SAL_JB7535AA	Human	Human	Homo sapiens; human	2017	8	2		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181560	SRS9584190	2021-10-01	2021-08-29	NaN	250588	250588	250588	580	580	177	12	12	12	12	12	12	2	2
SAL_JB7536AA	Infantis	SRR15242646;ILLUMINA;Paired;;SRX11548615;;;SRA	SAL_JB7536AA	Human	Human	Homo sapiens; human	2015	9	6		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181452	SRS9584189	2021-10-01	2021-08-29	NaN	247915	247915	4595	4595	36	36	36	36	36	36	36	36	2	2
SAL_JB7537AA	Infantis	SRR15242647;ILLUMINA;Paired;;SRX11548614;;;SRA	SAL_JB7537AA	Human	Human	Homo sapiens; human	2015	5	7		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181429	SRS9584188	2021-10-01	2021-08-29	NaN	251233	251233	251233	251233	45750	43	36	36	36	36	36	36	2	2
SAL_JB7538AA	Kentucky	SRR15242648;ILLUMINA;Paired;;SRX11548613;;;SRA	SAL_JB7538AA	Human	Human	Homo sapiens; chicken	2014	9	29		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181581	SRS9584187	2021-10-01	2021-08-29	NaN	285622	285622	285622	285486	1208	126	15	15	15	15	15	15	15	2
SAL_JB7539AA	Kentucky	SRR15242649;ILLUMINA;Paired;;SRX11548612;;;SRA	SAL_JB7539AA	Human	Human	Homo sapiens; chicken	2015	12	9		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181594	SRS9584186	2021-10-01	2021-08-29	NaN	285623	285623	285623	285623	285623	126	15	15	15	15	15	15	15	2
SAL_JB7540AA	Heidelberg	SRR15242650;ILLUMINA;Paired;;SRX11548611;;;SRA	SAL_JB7540AA	Human	Human	Homo sapiens; human	2017	2	10		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181539	SRS9584185	2021-10-01	2021-08-29	NaN	285625	285625	268681	8119	1382	558	536	536	536	536	536	2	2	2
SAL_JB7541AA	4,[5],12:i:-	SRR15242651;ILLUMINA;Paired;;SRX11548610;;;SRA	SAL_JB7541AA	Human	Human	Homo sapiens; human	2015	1	12		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181419	SRS9584184	2021-10-01	2021-08-29	NaN	285624	285624	285624	285624	48	48	48	48	2	2	2	2	2	2
SAL_JB7542AA	Kentucky	SRR15242652;ILLUMINA;Paired;;SRX11548609;;;SRA	SAL_JB7542AA	Human	Human	Homo sapiens; chicken	2014	3	20		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181570	SRS9584183	2021-10-01	2021-08-29	NaN	285626	285626	285486	285486	1208	126	15	15	15	15	15	15	15	2
SAL_JB7543AA	Typhimurium	SRR15242653;ILLUMINA;Paired;;SRX11548608;;;SRA	SAL_JB7543AA	Human	Human	Homo sapiens; chicken	2015	4	13		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181586	SRS9584182	2021-10-01	2021-08-29	NaN	285627	285627	6464	2907	2907	1241	13	13	2	2	2	2	2	2
SAL_JB7544AA	Kentucky	SRR15242654;ILLUMINA;Paired;;SRX11548607;;;SRA	SAL_JB7544AA	Human	Human	Homo sapiens; chicken	2016	9	19		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181610	SRS9584181	2021-10-01	2021-08-29	NaN	285628	285628	285628	95093	95093	126	15	15	15	15	15	15	15	2
SAL_JB7545AA	Heidelberg	SRR15242655;ILLUMINA;Paired;;SRX11548606;;;SRA	SAL_JB7545AA	Human	Human	Homo sapiens; chicken	2015	12	1		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181592	SRS9584180	2021-10-01	2021-08-29	NaN	285629	285629	285629	815	568	568	536	536	536	536	536	2	2	2
SAL_JB7546AA	Infantis	SRR15242656;ILLUMINA;Paired;;SRX11548605;;;SRA	SAL_JB7546AA	Human	Human	Homo sapiens; human	2015	12	8		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181467	SRS9584179	2021-10-01	2021-08-29	NaN	251233	251233	251233	251233	45750	43	36	36	36	36	36	36	2	2
SAL_JB7547AA	4,[5],12:i:-	SRR15242657;ILLUMINA;Paired;;SRX11548604;;;SRA	SAL_JB7547AA	Human	Human	Homo sapiens; human	2017	2	7		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181537	SRS9584178	2021-10-01	2021-08-29	NaN	285634	285634	69937	69937	69937	48	48	48	2	2	2	2	2	2
SAL_JB7548AA	Infantis	SRR15242658;ILLUMINA;Paired;;SRX11548603;;;SRA	SAL_JB7548AA	Human	Human	Homo sapiens; chicken	2016	11	13		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181612	SRS9584177	2021-10-01	2021-08-29	NaN	285630	285630	60846	60846	60846	60846	36	36	36	36	36	36	2	2
SAL_JB7549AA	Kentucky	SRR15242659;ILLUMINA;Paired;;SRX11548602;;;SRA	SAL_JB7549AA	Human	Human	Homo sapiens; chicken	2015	11	23		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181593	SRS9584176	2021-10-01	2021-08-29	NaN	285631	285631	285631	285631	8143	15	15	15	15	15	15	15	15	2
SAL_JB7550AA	Heidelberg	SRR15242660;ILLUMINA;Paired;;SRX11548601;;;SRA	SAL_JB7550AA	Human	Human	Homo sapiens; human	2017	2	13		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181540	SRS9584175	2021-10-01	2021-08-29	NaN	285625	285625	268681	8119	1382	558	536	536	536	536	536	2	2	2
SAL_JB7551AA	Heidelberg	SRR15242661;ILLUMINA;Paired;;SRX11548600;;;SRA	SAL_JB7551AA	Human	Human	Homo sapiens; chicken	2016	2	23		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181602	SRS9584174	2021-10-01	2021-08-29	NaN	285633	285633	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_JB7552AA	4,[5],12:i:-	SRR15242662;ILLUMINA;Paired;;SRX11548599;;;SRA	SAL_JB7552AA	Human	Human	Homo sapiens; human	2015	8	14		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181449	SRS9584173	2021-10-01	2021-08-29	NaN	285632	285632	285632	6	2	2	2	2	2	2	2	2	2	2
SAL_JB7553AA	Kentucky	SRR15242663;ILLUMINA;Paired;;SRX11548598;;;SRA	SAL_JB7553AA	Human	Human	Homo sapiens; chicken	2014	11	10		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181584	SRS9584172	2021-10-01	2021-08-29	NaN	285636	285636	285636	200702	67891	126	15	15	15	15	15	15	15	2
SAL_JB7554AA	Heidelberg	SRR15242664;ILLUMINA;Paired;;SRX11548597;;;SRA	SAL_JB7554AA	Human	Human	Homo sapiens; chicken	2017	7	17		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181624	SRS9584171	2021-10-01	2021-08-29	NaN	285638	285638	285638	285638	930	558	536	536	536	536	536	2	2	2
SAL_JB7555AA	17-3342	SRR15242665;ILLUMINA;Paired;;SRX11548596;;;SRA	SAL_JB7555AA	Human	Human	Homo sapiens	2017	5	8		North America	Canada	Ontario						4,[5],12:I:-	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181552	SRS9584170	2021-10-01	2021-08-29	NaN	285635	285635	285635	285635	285635	285635	2	2	2	2	2	2	2	2
SAL_JB7556AA	Infantis	SRR15242666;ILLUMINA;Paired;;SRX11548595;;;SRA	SAL_JB7556AA	Human	Human	Homo sapiens; human	2017	1	5		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181532	SRS9584169	2021-10-01	2021-08-29	NaN	285637	285637	60846	60846	60846	60846	36	36	36	36	36	36	2	2
SAL_JB7557AA	Heidelberg	SRR15242667;ILLUMINA;Paired;;SRX11548594;;;SRA	SAL_JB7557AA	Human	Human	Homo sapiens; chicken	2014	3	10		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181572	SRS9584168	2021-10-01	2021-08-29	NaN	285639	285639	58354	5531	1382	558	536	536	536	536	536	2	2	2
SAL_JB7558AA	Infantis	SRR15242668;ILLUMINA;Paired;;SRX11548593;;;SRA	SAL_JB7558AA	Human	Human	Homo sapiens; chicken	2017	7	3		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181619	SRS9584167	2021-10-01	2021-08-29	NaN	285640	285640	4595	4595	36	36	36	36	36	36	36	36	2	2
SAL_JB7559AA	16-8309	SRR15242669;ILLUMINA;Paired;;SRX11548592;;;SRA	SAL_JB7559AA	Human	Human	Homo sapiens	2016	11	2		North America	Canada	Ontario						4,[5],12:I:-	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181521	SRS9584166	2021-10-01	2021-08-29	NaN	285641	285641	285641	285641	285641	285641	285619	201	2	2	2	2	2	2
SAL_JB7560AA	Infantis	SRR15242670;ILLUMINA;Paired;;SRX11548591;;;SRA	SAL_JB7560AA	Human	Human	Homo sapiens; human	2014	4	3		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181393	SRS9584165	2021-10-01	2021-08-29	NaN	285644	285644	231952	231952	45750	43	36	36	36	36	36	36	2	2
SAL_JB7561AA	4,[5],12:i:-	SRR15242671;ILLUMINA;Paired;;SRX11548590;;;SRA	SAL_JB7561AA	Human	Human	Homo sapiens; human	2016	1	25		North America	Canada	Manitoba										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181478	SRS9584164	2021-10-01	2021-08-29	NaN	285642	285642	6105	6	2	2	2	2	2	2	2	2	2	2
SAL_JB7562AA	Infantis	SRR15242672;ILLUMINA;Paired;;SRX11548589;;;SRA	SAL_JB7562AA	Human	Human	Homo sapiens; chicken	2014	10	19		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181582	SRS9584163	2021-10-01	2021-08-29	NaN	285643	285643	5760	5760	539	539	36	36	36	36	36	36	2	2
SAL_JB7563AA	4,[5],12:i:-	SRR15242673;ILLUMINA;Paired;;SRX11548588;;;SRA	SAL_JB7563AA	Human	Human	Homo sapiens; human	2016	6	8		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181497	SRS9584162	2021-10-01	2021-08-29	NaN	285647	285647	285647	233935	11112	48	48	48	2	2	2	2	2	2
SAL_JB7564AA	15-1665	SRR15242674;ILLUMINA;Paired;;SRX11548587;;;SRA	SAL_JB7564AA	Human	Human	Homo sapiens	2015	3	5		North America	Canada	Ontario						Infantis	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181425	SRS9584161	2021-10-01	2021-08-29	NaN	285645	285645	285645	6813	6813	6813	36	36	36	36	36	36	2	2
SAL_JB7565AA	Kentucky	SRR15242675;ILLUMINA;Paired;;SRX11548586;;;SRA	SAL_JB7565AA	Human	Human	Homo sapiens; human	2017	2	3		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181538	SRS9584160	2021-10-01	2021-08-29	NaN	285646	285646	1703	1703	528	528	528	528	528	528	528	528	528	2
SAL_JB7566AA	Infantis	SRR15242676;ILLUMINA;Paired;;SRX11548585;;;SRA	SAL_JB7566AA	Human	Human	Homo sapiens; chicken	2016	2	8		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181597	SRS9584159	2021-10-01	2021-08-29	NaN	49180	4595	4595	4595	36	36	36	36	36	36	36	36	2	2
